order_item_id,topping_id,topping_quantity
451,4,regular
452,4,regular
453,4,regular
454,4,heavy
455,1,regular
455,4,light
456,4,heavy
456,9,light
457,4,regular
458,4,heavy
458,9,regular
459,1,light
459,4,light
460,4,light
461,4,light
461,9,regular
462,4,heavy
463,4,light
464,4,regular
465,4,light
465,9,light
466,4,light
466,9,light
467,4,heavy
468,4,light
468,9,heavy
469,1,heavy
469,4,heavy
470,1,heavy
470,4,regular
471,4,regular
472,4,regular
472,9,heavy
473,4,light
473,9,regular
474,4,heavy
475,4,heavy
476,4,heavy
477,1,light
477,4,heavy
478,4,light
478,9,light
479,4,heavy
480,4,regular
481,4,regular
482,4,light
483,4,regular
483,9,light
484,4,heavy
484,9,regular
485,4,regular
486,4,regular
487,4,heavy
487,9,regular
488,4,light
489,4,regular
490,4,light
490,9,regular
491,4,heavy
491,9,light
492,4,regular
493,4,regular
494,1,light
494,4,heavy
495,4,heavy
496,1,light
496,4,heavy
497,4,light
497,9,regular
498,4,light
498,9,regular
499,4,regular
500,4,heavy
500,9,regular
501,1,regular
501,4,regular
502,4,regular
503,4,light
504,1,light
504,4,heavy
505,4,light
506,4,regular
506,9,light
507,4,heavy
507,9,heavy
508,1,regular
508,4,heavy
509,4,heavy
509,9,light
510,1,light
510,4,regular
511,4,heavy
512,4,light
512,9,light
513,4,regular
514,4,light
515,4,regular
516,4,light
516,9,regular
517,4,heavy
518,4,light
519,4,light
520,4,heavy
521,4,light
521,9,light
522,4,light
523,4,light
524,4,regular
525,4,regular
525,9,light
526,1,light
526,4,regular
527,4,regular
527,9,regular
528,4,regular
528,9,heavy
529,4,heavy
530,4,regular
530,9,heavy
531,4,heavy
532,4,heavy
533,4,heavy
533,9,light
534,4,light
534,9,light
535,4,regular
536,4,heavy
536,9,light
537,4,heavy
538,4,regular
539,4,heavy
540,4,regular
540,9,regular
541,4,regular
542,4,heavy
543,4,regular
544,4,light
545,4,regular
546,4,regular
547,4,light
548,4,regular
549,4,heavy
550,4,heavy
551,4,light
551,9,regular
552,4,heavy
553,4,regular
554,1,regular
554,4,heavy
555,4,light
556,4,light
557,4,heavy
558,4,regular
558,9,heavy
559,4,regular
560,4,heavy
561,4,regular
562,4,light
562,9,regular
563,4,regular
564,4,light
565,4,heavy
566,4,regular
566,9,regular
567,4,heavy
568,4,regular
569,4,light
570,4,heavy
571,4,regular
572,4,regular
572,9,regular
573,4,light
574,4,heavy
575,4,light
576,1,light
576,4,light
577,1,regular
577,4,regular
578,4,heavy
579,4,regular
580,4,regular
581,4,regular
582,4,heavy
583,4,heavy
583,9,light
584,4,regular
585,4,regular
586,4,light
587,4,light
588,4,heavy
589,4,light
590,4,regular
591,4,heavy
591,9,regular
592,4,heavy
593,4,regular
594,4,heavy
595,4,light
595,9,regular
596,4,light
597,4,heavy
598,1,regular
598,4,regular
599,4,regular
599,9,heavy
600,1,heavy
600,4,light
601,4,heavy
601,9,light
602,4,regular
603,1,light
603,4,heavy
604,4,light
605,4,light
606,4,regular
607,4,light
608,1,light
608,4,regular
609,4,regular
609,9,heavy
610,1,regular
610,4,regular
611,4,heavy
612,4,regular
613,4,heavy
613,9,regular
614,4,heavy
615,4,heavy
616,4,regular
617,4,heavy
618,4,heavy
619,4,regular
620,4,light
621,4,light
622,4,heavy
623,4,regular
624,4,light
625,4,light
626,4,heavy
627,4,heavy
627,9,light
628,4,light
628,9,regular
629,4,light
629,9,regular
630,4,heavy
631,4,regular
632,4,regular
632,9,heavy
633,4,regular
633,9,heavy
634,4,light
635,4,regular
635,9,light
636,4,regular
636,9,heavy
637,4,regular
638,1,regular
638,4,heavy
639,4,light
640,4,regular
640,9,heavy
641,1,heavy
641,4,heavy
642,4,regular
643,4,light
644,1,regular
644,4,heavy
645,4,heavy
646,4,light
647,4,light
648,4,heavy
649,1,heavy
649,4,heavy
650,4,light
650,9,regular
651,4,light
652,4,regular
653,4,light
653,9,light
654,4,regular
654,9,heavy
655,1,light
655,4,light
656,4,regular
657,4,regular
657,9,regular
658,4,light
658,9,heavy
659,1,light
659,4,heavy
660,4,heavy
661,4,regular
662,1,light
662,4,heavy
663,4,heavy
664,4,heavy
664,9,light
665,1,heavy
665,4,heavy
666,1,light
666,4,light
667,4,regular
668,1,light
668,4,heavy
669,4,heavy
669,9,light
670,4,regular
671,4,heavy
672,4,light
672,9,light
673,4,heavy
674,4,heavy
675,4,regular
676,4,light
677,4,heavy
677,9,heavy
678,4,heavy
679,4,regular
680,4,light
680,9,heavy
681,1,regular
681,4,regular
682,4,heavy
683,4,light
683,9,light
684,4,light
684,9,heavy
685,4,light
686,4,light
687,4,regular
688,4,light
688,9,heavy
689,4,heavy
690,1,light
690,4,regular
691,4,light
692,4,heavy
693,4,regular
694,4,heavy
694,9,heavy
695,4,regular
695,9,regular
696,4,light
697,4,regular
698,4,heavy
699,4,heavy
700,4,light
701,4,light
702,4,light
703,1,regular
703,4,regular
704,4,regular
705,4,heavy
706,4,heavy
706,9,light
707,4,heavy
708,4,heavy
708,9,light
709,1,heavy
709,4,light
710,4,regular
711,4,heavy
712,4,light
713,4,heavy
714,4,regular
715,1,heavy
715,4,regular
716,4,light
716,9,regular
717,4,light
718,4,regular
719,4,light
720,4,regular
720,9,heavy
721,1,heavy
721,4,light
722,4,regular
723,4,heavy
723,9,light
724,4,regular
725,4,heavy
725,9,regular
726,4,heavy
726,9,heavy
727,4,regular
728,4,heavy
728,9,heavy
729,4,light
730,4,heavy
730,9,regular
731,4,light
732,4,light
733,4,light
734,4,regular
735,1,heavy
735,4,regular
736,4,regular
737,1,heavy
737,4,regular
738,4,heavy
739,4,light
740,4,regular
741,4,light
741,9,heavy
742,4,heavy
743,1,heavy
743,4,light
744,4,heavy
745,1,heavy
745,4,light
746,1,light
746,4,regular
747,4,light
748,4,light
749,1,heavy
749,4,heavy
750,4,regular
750,9,light
751,4,light
751,9,heavy
752,4,regular
753,4,regular
754,4,light
755,4,light
756,4,light
757,4,light
758,1,regular
758,4,light
759,4,heavy
760,4,regular
761,4,regular
761,9,heavy
762,1,light
762,4,light
763,4,heavy
763,9,regular
764,4,heavy
765,1,light
765,4,heavy
766,4,heavy
766,9,regular
767,1,regular
767,4,regular
768,4,regular
769,4,heavy
770,4,heavy
771,4,heavy
772,4,light
773,4,light
774,4,regular
775,4,light
775,9,heavy
776,4,regular
777,4,regular
778,4,regular
778,9,light
779,1,regular
779,4,light
780,1,heavy
780,4,heavy
781,4,light
782,4,light
783,4,light
783,9,light
784,4,heavy
785,4,regular
786,4,regular
787,4,light
787,9,light
788,4,heavy
789,4,light
790,4,regular
791,4,light
792,4,light
793,4,heavy
794,4,heavy
795,4,light
796,1,light
796,4,regular
797,4,heavy
798,1,regular
798,4,heavy
799,4,heavy
800,4,light
800,9,regular
801,4,heavy
802,4,regular
803,4,heavy
803,9,heavy
804,4,heavy
805,1,regular
805,4,regular
806,4,light
807,4,regular
808,1,heavy
808,4,regular
809,4,regular
810,4,regular
811,4,heavy
812,4,regular
812,9,light
813,4,light
814,4,regular
814,9,regular
815,1,regular
815,4,light
816,1,regular
816,4,heavy
817,4,heavy
817,9,light
818,4,regular
818,9,heavy
819,4,regular
819,9,regular
820,4,regular
821,4,heavy
821,9,regular
822,4,light
823,4,heavy
824,4,light
824,9,regular
825,4,light
825,9,regular
826,4,heavy
827,1,light
827,4,light
828,4,light
829,4,light
830,4,light
831,4,light
832,4,heavy
833,4,regular
834,4,light
835,4,light
836,4,light
837,4,light
838,4,light
839,4,regular
839,9,heavy
840,4,regular
841,1,heavy
841,4,light
842,4,regular
843,4,light
844,4,light
845,4,light
846,4,regular
847,1,heavy
847,4,heavy
848,4,heavy
849,4,light
850,4,light
850,9,heavy
851,1,light
851,4,regular
852,4,regular
852,9,light
853,4,light
854,4,regular
855,4,light
856,1,regular
856,4,regular
857,4,regular
858,4,heavy
859,4,regular
860,4,light
861,4,heavy
861,9,heavy
862,4,regular
863,4,heavy
864,4,heavy
865,4,light
865,9,heavy
866,4,regular
867,4,regular
868,4,regular
869,4,regular
870,4,heavy
871,4,light
871,9,heavy
872,4,regular
873,4,light
874,1,heavy
874,4,heavy
875,4,regular
876,4,light
876,9,regular
877,4,light
877,9,light
878,4,heavy
879,4,heavy
880,4,regular
880,9,regular
881,4,light
882,4,heavy
882,9,heavy
883,4,regular
884,1,light
884,4,light
885,4,regular
885,9,light
886,4,regular
887,4,heavy
888,4,light
888,9,light
889,4,regular
890,4,heavy
891,4,heavy
892,4,heavy
893,4,heavy
894,4,regular
895,4,heavy
895,9,light
896,4,heavy
897,1,regular
897,4,regular
898,4,heavy
899,4,light
900,4,regular
901,4,light
902,4,heavy
903,4,light
904,1,light
904,4,light
905,4,regular
906,4,regular
906,9,light
907,1,light
907,4,light
908,4,heavy
909,4,regular
909,9,heavy
910,1,light
910,4,regular
911,4,regular
912,1,light
912,4,light
913,4,light
913,9,light
914,4,regular
915,4,heavy
916,4,heavy
916,9,regular
917,4,heavy
918,4,light
919,4,heavy
919,9,regular
920,4,heavy
920,9,heavy
921,4,heavy
921,9,regular
922,4,regular
922,9,regular
923,1,light
923,4,regular
924,4,light
925,4,heavy
926,4,regular
926,9,regular
927,4,regular
928,4,regular
929,4,heavy
930,1,light
930,4,heavy
931,4,light
932,4,heavy
933,4,heavy
934,4,regular
935,1,heavy
935,4,heavy
936,4,heavy
936,9,heavy
937,4,light
938,4,regular
938,9,heavy
939,4,light
940,4,heavy
940,9,regular
941,4,regular
942,4,heavy
943,4,regular
943,9,heavy
944,4,regular
945,1,light
945,4,heavy
946,1,regular
946,4,regular
947,1,light
947,4,heavy
948,4,heavy
948,9,heavy
949,4,light
949,9,heavy
950,4,light
951,4,regular
952,4,regular
953,4,regular
953,9,light
954,4,light
954,9,regular
955,4,light
956,4,regular
957,1,light
957,4,regular
958,4,light
959,4,light
959,9,regular
960,4,regular
961,4,light
962,4,heavy
963,4,regular
964,4,light
964,9,regular
965,4,regular
966,4,regular
967,4,light
968,4,heavy
969,4,heavy
970,4,light
970,9,light
971,4,heavy
972,4,light
972,9,regular
973,1,light
973,4,heavy
974,4,light
975,4,heavy
976,4,heavy
976,9,heavy
977,4,light
978,4,heavy
978,9,light
979,4,regular
980,4,heavy
981,4,regular
981,9,heavy
982,4,regular
983,4,heavy
984,4,heavy
984,9,light
985,4,light
986,1,light
986,4,heavy
987,4,light
988,4,heavy
989,4,light
990,4,light
991,4,light
992,4,regular
993,4,light
993,9,light
994,1,light
994,4,regular
995,4,regular
995,9,light
996,1,regular
996,4,light
997,4,heavy
998,4,light
999,1,heavy
999,4,regular
1000,4,light
1000,9,light
1001,4,heavy
1002,4,light
1002,9,light
1003,4,light
1004,4,regular
1004,9,heavy
1005,1,regular
1005,4,heavy
1006,4,regular
1006,9,heavy
1007,1,heavy
1007,4,regular
1008,4,regular
1008,9,light
1009,4,heavy
1009,9,light
1010,1,regular
1010,4,regular
1011,4,regular
1011,9,regular
1012,1,light
1012,4,heavy
1013,4,regular
1014,4,light
1015,4,regular
1016,4,heavy
1017,4,regular
1017,9,heavy
1018,1,regular
1018,4,light
1019,1,light
1019,4,heavy
1020,4,heavy
1021,4,regular
1021,9,regular
1022,4,heavy
1023,4,light
1024,1,heavy
1024,4,light
1025,4,regular
1026,1,light
1026,4,light
1027,4,light
1028,4,light
1029,4,regular
1029,9,light
1030,1,heavy
1030,4,light
1031,4,light
1032,4,regular
1033,4,light
1034,4,light
1035,4,heavy
1035,9,regular
1036,4,light
1037,4,light
1038,4,regular
1039,4,regular
1039,9,heavy
1040,4,heavy
1040,9,heavy
1041,4,light
1041,9,light
1042,4,light
1043,1,regular
1043,4,regular
1044,4,light
1044,9,heavy
1045,4,light
1045,9,light
1046,4,regular
1047,4,regular
1047,9,light
1048,1,heavy
1048,4,light
1049,4,light
1050,4,heavy
1051,1,regular
1051,4,regular
1052,4,light
1053,1,heavy
1053,4,regular
1054,4,regular
1054,9,regular
1055,4,heavy
1056,4,light
1057,4,regular
1057,9,heavy
1058,4,heavy
1059,4,heavy
1060,4,regular
1061,1,heavy
1061,4,light
1062,4,light
1063,4,light
1064,4,regular
1064,9,heavy
1065,4,regular
1065,9,light
1066,4,heavy
1067,4,regular
1068,4,light
1069,4,regular
1070,4,heavy
1070,9,regular
1071,4,regular
1071,9,regular
1072,4,heavy
1072,9,heavy
1073,4,regular
1074,1,light
1074,4,regular
1075,1,light
1075,4,heavy
1076,4,heavy
1076,9,light
1077,4,heavy
1077,9,light
1078,4,light
1079,4,heavy
1080,4,regular
1081,1,heavy
1081,4,heavy
1082,4,light
1083,4,regular
1083,9,regular
1084,4,light
1085,1,light
1085,4,light
1086,4,light
1086,9,regular
1087,4,light
1088,4,light
1089,4,light
1090,4,regular
1090,9,light
1091,4,regular
1092,4,heavy
1093,4,heavy
1093,9,light
1094,4,heavy
1094,9,regular
1095,4,light
1096,1,light
1096,4,regular
1097,4,heavy
1098,4,heavy
1098,9,regular
1099,4,heavy
1100,4,heavy
1101,4,regular
1101,9,light
1102,4,regular
1103,4,regular
1104,4,regular
1105,4,light
1106,1,regular
1106,4,light
1107,4,heavy
1108,4,light
1109,1,light
1109,4,regular
1110,4,heavy
1110,9,regular
1111,1,light
1111,4,heavy
1112,4,regular
1112,9,heavy
1113,4,heavy
1114,4,heavy
1114,9,heavy
1115,4,heavy
1115,9,regular
1116,4,light
1117,4,light
1118,4,light
1118,9,light
1119,4,light
1119,9,heavy
1120,4,regular
1121,1,heavy
1121,4,light
1122,4,regular
1123,4,heavy
1123,9,regular
1124,4,heavy
1124,9,heavy
1125,4,light
1126,4,heavy
1126,9,light
1127,4,regular
1127,9,regular
1128,4,heavy
1129,4,regular
1130,4,light
1130,9,light
1131,4,regular
1131,9,heavy
1132,4,regular
1133,4,light
1134,4,regular
1135,4,heavy
1136,4,heavy
1137,4,heavy
1138,1,regular
1138,4,regular
1139,4,light
1139,9,regular
1140,1,regular
1140,4,light
1141,4,heavy
1142,4,light
1143,4,light
1143,9,light
1144,4,regular
1145,4,light
1145,9,light
1146,4,regular
1147,4,regular
1147,9,heavy
1148,4,light
1149,4,light
1150,4,light
1151,4,heavy
1152,4,heavy
1153,4,light
1153,9,heavy
1154,4,regular
1155,4,regular
1156,4,regular
1156,9,regular
1157,4,light
1158,4,heavy
1159,4,light
1160,4,light
1161,4,heavy
1161,9,heavy
1162,1,regular
1162,4,light
1163,4,heavy
1164,4,regular
1165,4,regular
1165,9,light
1166,1,regular
1166,4,heavy
1167,4,regular
1168,4,light
1169,4,light
1170,1,light
1170,4,regular
1171,4,regular
1172,4,light
1173,4,heavy
1174,4,heavy
1174,9,regular
1175,4,regular
1176,4,heavy
1176,9,heavy
1177,4,regular
1178,1,light
1178,4,regular
1179,1,heavy
1179,4,light
1180,4,regular
1180,9,regular
1181,4,light
1181,9,regular
1182,4,regular
1182,9,light
1183,4,light
1184,4,regular
1184,9,regular
1185,4,regular
1186,1,light
1186,4,heavy
1187,4,regular
1188,1,regular
1188,4,light
1189,4,regular
1190,4,regular
1191,1,heavy
1191,4,heavy
1192,4,light
1192,9,heavy
1193,4,light
1194,4,regular
1194,9,heavy
1195,4,regular
1196,4,light
1197,1,light
1197,4,heavy
1198,4,heavy
1199,4,light
1200,4,light
1201,4,heavy
1202,1,regular
1202,4,light
1203,4,light
1203,9,light
1204,4,regular
1204,9,heavy
1205,1,light
1205,4,regular
1206,4,light
1207,4,regular
1208,1,light
1208,4,heavy
1209,4,light
1210,1,heavy
1210,4,light
1211,4,heavy
1212,4,regular
1213,4,light
1213,9,regular
1214,1,heavy
1214,4,light
1215,4,regular
1215,9,heavy
1216,4,light
1217,4,regular
1218,4,regular
1219,4,regular
1220,4,regular
1220,9,regular
1221,4,light
1221,9,light
1222,4,light
1223,4,light
1223,9,light
1224,4,heavy
1224,9,heavy
1225,4,heavy
1226,4,regular
1226,9,regular
1227,4,light
1228,1,light
1228,4,light
1229,4,light
1230,4,heavy
1231,4,light
1232,4,heavy
1232,9,light
1233,4,regular
1234,4,heavy
1235,4,heavy
1236,4,regular
1236,9,heavy
1237,4,regular
1238,4,regular
1238,9,light
1239,1,regular
1239,4,regular
1240,4,light
1241,4,light
1242,4,heavy
1243,4,heavy
1243,9,heavy
1244,4,regular
1245,4,light
1246,4,heavy
1246,9,regular
1247,4,regular
1247,9,light
1248,4,heavy
1249,4,light
1249,9,heavy
1250,4,light
1251,4,light
1252,4,heavy
1252,9,light
1253,4,regular
1254,4,regular
1254,9,light
1255,4,regular
1256,4,heavy
1257,4,heavy
1258,4,regular
1259,4,heavy
1260,4,light
1261,4,regular
1261,9,regular
1262,4,light
1263,4,regular
1264,4,heavy
1265,4,heavy
1266,4,heavy
1266,9,regular
1267,1,light
1267,4,light
1268,4,light
1269,4,light
1270,4,heavy
1271,4,light
1271,9,heavy
1272,4,regular
1273,4,light
1273,9,regular
1274,1,heavy
1274,4,light
1275,4,heavy
1276,4,regular
1277,4,light
1278,4,heavy
1279,4,regular
1280,4,heavy
1280,9,heavy
1281,4,regular
1281,9,regular
1282,4,light
1282,9,regular
1283,1,heavy
1283,4,regular
1284,4,light
1285,1,regular
1285,4,heavy
1286,1,light
1286,4,heavy
1287,1,regular
1287,4,regular
1288,4,light
1289,4,heavy
1290,4,regular
1290,9,light
1291,4,heavy
1291,9,heavy
1292,4,regular
1292,9,light
1293,4,regular
1294,4,light
1295,4,heavy
1295,9,regular
1296,4,regular
1297,4,light
1297,9,regular
1298,4,light
1298,9,heavy
1299,4,regular
1299,9,regular
1300,4,light
1301,1,regular
1301,4,light
1302,4,light
1302,9,regular
1303,4,heavy
1304,4,heavy
1305,4,heavy
1306,1,light
1306,4,light
1307,4,regular
1307,9,heavy
1308,4,light
1309,1,light
1309,4,light
1310,4,heavy
1311,4,regular
1312,4,heavy
1313,4,light
1314,4,regular
1315,4,heavy
1316,4,regular
1317,4,heavy
1317,9,heavy
1318,4,regular
1319,1,light
1319,4,heavy
1320,1,light
1320,4,heavy
1321,4,light
1322,4,regular
1323,4,light
1324,4,heavy
1324,9,light
1325,4,light
1326,4,regular
1326,9,regular
1327,4,light
1328,4,regular
1328,9,light
1329,4,heavy
1330,4,regular
1331,4,light
1332,4,regular
1333,4,heavy
1334,4,regular
1334,9,light
1335,4,heavy
1336,4,regular
1336,9,light
1337,4,heavy
1338,1,light
1338,4,regular
1339,4,heavy
1340,1,light
1340,4,regular
1341,4,light
1342,1,light
1342,4,regular
1343,4,light
1344,4,regular
1345,1,heavy
1345,4,regular
1346,4,regular
1347,4,regular
1348,1,light
1348,4,heavy
1349,4,light
1350,4,heavy
1351,4,light
1351,9,heavy
1352,4,heavy
1353,4,regular
1354,4,light
1355,1,light
1355,4,light
1356,4,regular
1357,4,light
1357,9,light
1358,4,heavy
1358,9,heavy
1359,4,heavy
1360,4,regular
1360,9,regular
1361,4,light
1362,4,light
1362,9,heavy
1363,4,regular
1364,4,light
1364,9,heavy
1365,1,heavy
1365,4,regular
1366,1,light
1366,4,regular
1367,4,regular
1368,4,heavy
1369,4,heavy
1370,4,light
1370,9,regular
1371,4,regular
